"Day ","Items ","Note ","Amount "
"26","Rental Expense","Cash Payment - Rental - Miami","1800"
"26","Rental Expense","Cash Payment - Rental - New York","2680"
"26","Rental Expense","Cash Payment - Rental - Detroit","1000"
"25","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"25","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"25","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"25","Salary Expense","Cash Payment - Salary Expense","21616"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2968","23"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2983","17"
"25","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"25","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"25","Rental Expense","Cash Payment - Rental - Miami","1800"
"25","Rental Expense","Cash Payment - Rental - New York","2680"
"25","Rental Expense","Cash Payment - Rental - Detroit","1000"
"24","Human Resource Expense","Counselled","2000"
"24","Human Resource Expense","Counselled","2000"
"24","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"24","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"24","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"24","Salary Expense","Cash Payment - Salary Expense","21616"
"24","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"24","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"24","Rental Expense","Cash Payment - Rental - Miami","1800"
"24","Rental Expense","Cash Payment - Rental - New York","2680"
"24","Rental Expense","Cash Payment - Rental - Detroit","1000"
"23","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"23","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"23","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"23","Salary Expense","Cash Payment - Salary Expense","21616"
"23","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","90"
"23","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"23","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","72"
"23","Rental Expense","Cash Payment - Rental - Miami","1800"
"23","Rental Expense","Cash Payment - Rental - New York","2680"
"23","Rental Expense","Cash Payment - Rental - Detroit","1000"
"22","Human Resource Expense","Counselled","2000"
"22","Human Resource Expense","Counselled","2000"
"22","Human Resource Expense","Counselled","2000"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"22","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"22","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"22","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"22","Salary Expense","Cash Payment - Salary Expense","21544"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2503","140"
"22","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","180"
"22","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"22","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","45"
"22","Rental Expense","Cash Payment - Rental - Miami","3600"
"22","Rental Expense","Cash Payment - Rental - New York","2680"
"22","Rental Expense","Cash Payment - Rental - Detroit","1000"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"21","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"21","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"21","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"21","Salary Expense","Cash Payment - Salary Expense","21256"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1416","136"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2379","19"
"21","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"21","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"21","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","300"
"21","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"21","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","861"
"21","Rental Expense","Cash Payment - Rental - Miami","3600"
"21","Rental Expense","Cash Payment - Rental - New York","2680"
"21","Rental Expense","Cash Payment - Rental - Detroit","1000"
"20","Human Resource Expense","Counselled","2000"
"20","Human Resource Expense","Counselled","2000"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"20","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"20","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"20","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"20","Salary Expense","Cash Payment - Salary Expense","20608"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2257","26"
"20","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"20","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","360"
"20","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"20","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","750"
"20","Rental Expense","Cash Payment - Rental - Miami","3600"
"20","Rental Expense","Cash Payment - Rental - New York","2680"
"20","Rental Expense","Cash Payment - Rental - Detroit","1000"
"19","Human Resource Expense","Counselled","2000"
"19","Human Resource Expense","Counselled","2000"
"19","Human Resource Expense","Counselled","2000"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"19","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"19","Salary Expense","Cash Payment - Salary Expense","20608"
"19","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","480"
"19","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"19","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","513"
"19","Rental Expense","Cash Payment - Rental - Miami","3600"
"19","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","231"
"19","Rental Expense","Cash Payment - Rental - New York","2680"
"19","Rental Expense","Cash Payment - Rental - Detroit","1000"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"18","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"18","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"18","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"18","Salary Expense","Cash Payment - Salary Expense","20608"
"18","Shipping Expense","Cash Payment - Move Stock ID: 1418","125438"
"18","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","270"
"18","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"18","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","375"
"18","Rental Expense","Cash Payment - Rental - Miami","3600"
"18","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","616"
"18","Rental Expense","Cash Payment - Rental - New York","2680"
"18","Rental Expense","Cash Payment - Rental - Detroit","1000"
"17","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"17","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"17","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"17","Salary Expense","Cash Payment - Salary Expense","20608"
"17","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"17","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"17","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","117"
"17","Rental Expense","Cash Payment - Rental - Miami","3600"
"17","Rental Expense","Cash Payment - Rental - New York","2680"
"17","Rental Expense","Cash Payment - Rental - Detroit","1000"
"16","Human Resource Expense","Counselled","2000"
"16","Human Resource Expense","Counselled","2000"
"16","Human Resource Expense","Counselled","2000"
"16","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"16","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"16","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"16","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"16","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"16","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"16","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"16","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"16","Salary Expense","Cash Payment - Salary Expense","20608"
"16","Shipping Expense","Cash Payment - Move Stock ID: 1280","54377"
"16","Shipping Expense","Cash Payment - Move Stock ID: 1303","76331"
"16","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"16","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"16","Rental Expense","Cash Payment - Rental - Miami","3600"
"16","Rental Expense","Cash Payment - Rental - New York","2680"
"16","Rental Expense","Cash Payment - Rental - Detroit","1000"
"15","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"15","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"15","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"15","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"15","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"15","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"15","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"15","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"15","Salary Expense","Cash Payment - Salary Expense","20608"
"15","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1557","168"
"15","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"15","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"15","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","348"
"15","Rental Expense","Cash Payment - Rental - Miami","3600"
"15","Rental Expense","Cash Payment - Rental - New York","2680"
"15","Rental Expense","Cash Payment - Rental - Detroit","1000"
"14","Human Resource Expense","Counselled","2000"
"14","Human Resource Expense","Counselled","2000"
"14","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"14","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"14","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"14","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"14","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"14","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"14","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"14","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"14","Salary Expense","Cash Payment - Salary Expense","20608"
"14","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"14","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"14","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"14","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"14","Rental Expense","Cash Payment - Rental - Miami","3600"
"14","Rental Expense","Cash Payment - Rental - New York","2680"
"14","Rental Expense","Cash Payment - Rental - Detroit","1000"
"13","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"13","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"13","Salary Expense","Cash Payment - Salary Expense","20608"
"13","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1297","188"
"13","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"13","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"13","Rental Expense","Cash Payment - Rental - Miami","3600"
"13","Rental Expense","Cash Payment - Rental - New York","2680"
"13","Rental Expense","Cash Payment - Rental - Detroit","1000"
"12","Human Resource Expense","Counselled","2000"
"12","Human Resource Expense","Counselled","2000"
"12","Human Resource Expense","Counselled","2000"
"12","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"12","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"12","Salary Expense","Cash Payment - Salary Expense","20536"
"12","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 875","225"
"12","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1166","151"
"12","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"12","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"12","Rental Expense","Cash Payment - Rental - Miami","3600"
"12","Rental Expense","Cash Payment - Rental - New York","2680"
"12","Rental Expense","Cash Payment - Rental - Detroit","1000"
"11","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"11","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"11","Salary Expense","Cash Payment - Salary Expense","20248"
"11","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"11","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"11","Rental Expense","Cash Payment - Rental - Miami","3600"
"11","Rental Expense","Cash Payment - Rental - New York","2680"
"11","Rental Expense","Cash Payment - Rental - Detroit","1000"
"10","Human Resource Expense","Counselled","2000"
"10","Human Resource Expense","Counselled","2000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"10","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"10","Salary Expense","Cash Payment - Salary Expense","19600"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 885","160"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 900","231"
"10","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"10","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"10","Rental Expense","Cash Payment - Rental - Miami","3600"
"10","Rental Expense","Cash Payment - Rental - New York","2680"
"10","Rental Expense","Cash Payment - Rental - Detroit","1000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"9","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"9","Salary Expense","Cash Payment - Salary Expense","19600"
"9","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"9","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"9","Rental Expense","Cash Payment - Rental - Miami","3600"
"9","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","231"
"9","Rental Expense","Cash Payment - Rental - New York","2680"
"9","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","81"
"9","Rental Expense","Cash Payment - Rental - Detroit","1000"
"8","Human Resource Expense","Counselled","2000"
"8","Human Resource Expense","Counselled","2000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"8","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"8","Salary Expense","Cash Payment - Salary Expense","19600"
"8","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"8","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"8","Rental Expense","Cash Payment - Rental - Miami","3600"
"8","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","616"
"8","Rental Expense","Cash Payment - Rental - New York","2680"
"8","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","189"
"8","Rental Expense","Cash Payment - Rental - Detroit","1000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"7","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"7","Salary Expense","Cash Payment - Salary Expense","19600"
"7","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"7","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"7","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"7","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"7","Rental Expense","Cash Payment - Rental - Miami","3600"
"7","Rental Expense","Cash Payment - Rental - New York","2680"
"7","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","270"
"7","Rental Expense","Cash Payment - Rental - Detroit","1000"
"6","Human Resource Expense","Counselled","2000"
"6","Human Resource Expense","Counselled","2000"
"6","Human Resource Expense","Counselled","2000"
"6","Human Resource Expense","Counselled","2000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"6","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"6","Salary Expense","Cash Payment - Salary Expense","19600"
"6","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"6","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"6","Rental Expense","Cash Payment - Rental - Miami","3600"
"6","Rental Expense","Cash Payment - Rental - New York","2680"
"6","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","378"
"6","Rental Expense","Cash Payment - Rental - Detroit","1000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1000"
"5","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1000"
"5","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"5","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"5","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"5","Salary Expense","Cash Payment - Salary Expense","19600"
"5","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"5","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"5","Rental Expense","Cash Payment - Rental - Miami","3600"
"5","Rental Expense","Cash Payment - Rental - New York","2680"
"5","Rental Expense","Cash Payment - Rental - Detroit","1000"
"4","Salary Expense","Cash Payment - Salary Expense","19600"
"4","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"4","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"4","Rental Expense","Cash Payment - Rental - Miami","3600"
"4","Rental Expense","Cash Payment - Rental - New York","2680"
"4","Rental Expense","Cash Payment - Rental - Detroit","1000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"3","Human Resource Expense","Counselled","2000"
"3","Salary Expense","Cash Payment - Salary Expense","19600"
"3","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"3","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"3","Rental Expense","Cash Payment - Rental - Miami","3600"
"3","Rental Expense","Cash Payment - Rental - New York","2680"
"3","Rental Expense","Cash Payment - Rental - Detroit","1000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","60000"
